Company,Location,Laid Off,Date,Industory,Source
Apple,SF Bay Area,614,2024/4/4,Hardware,https://www.bloomberg.com/news/articles/2024-04-04/apple-cut-at-least-600-workers-when-car-screen-projects-stopped?embedded-checkout=true
